RESPNO,REGION,URBRUR,Q70A,Q70B,Q70C,Q71A,Q71B,Q60A,Q60B,Q61A,Q61B,Q62A,Q62B,Q62C,Q62D,Q63A,Q63B,Q63C,Q63D,Q63E_GHA,Q63F_GHA,Q64A,Q64B,Q64C,Q64D,Q64E,Q100,Q101,Q102,Q102Other,Q103,Q104A,Q104B,Q104C,Q104D,Q104E,Province or region,Urban or Rural Primary Sampling Unit,Q70a. Regional organisation recognizes our country's needs/interests,Q70b. African Union recognizes our country's needs/interests,Q70c. African countries should have greater influence in international bodies,Q71a. Considered emigration to other country,Q71b. Most likely country for emigration,Q60a. Heard about climate change,Q60b. Climate change: affecting country,Q61a. Climate change: main cause,Q61b. Main responsibility for causing climate change,Q62a. Government must act now to limit climate change,Q62b. Rich countries must act now to limit climate change,Q62c. Rich countries should contribute to climate adaptation costs,Q62d. Who primarily responsible for limiting climate change,Q63a. Ban tree cutting for firewood/charcoal even if fuel more costly,Q63b. Require cleaner fuel cookstoves even if more costly,Q63c. Invest in infrastructure for climate resilience,Q63d. Pressure rich countries to provide climate change aid,Q63e-gha. Promote electric taxis/buses even if more costly,Q63f-gha. Invest in wind/solar energy even if more costly,Q64a. Climate change adaptation: change water consumption,Q64b. Climate change adaptation: change outdoor work,Q64c. Climate change adaptation: move to another place,Q64d. Climate change adaptation: change livestock rearing,Q64e. Climate change adaptation: change crops or food,Q100. Willing to participate in follow-up surveys,Q101. Respondent's gender,Q102. Language of interview,Q103. Others present,Q104a. Check with others,Q104b. Influence by others,Q104c. Approached by community/party representatives,Q104d. Feel threatened,Q104e. Physically threatened
GHA0778,267.0,2.0,4.0,4.0,5.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Strongly agree,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Disagree,Agree,Disagree,Agree,No,No,No,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0780,267.0,2.0,3.0,4.0,5.0,2.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,2.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Neither Agree nor disagree,Agree,Strongly agree,Somewhat,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,No,No,No,No,No,No,Man,Akan,Another adult/a few others,No,No,No,No,No
GHA0784,267.0,2.0,9.0,9.0,9.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,Woman,Akan,Children only,No,No,No,No,No
GHA0785,267.0,2.0,9.0,9.0,9.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Don’t know,Don’t know,Don’t know,No,No,No,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0811,267.0,1.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,No,No,No,Yes,Man,Akan,No one,No,No,No,No,No
GHA0813,267.0,1.0,9.0,9.0,9.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,7.0,8.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,No,No,No,Not applicable,Refused to answer,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0816,267.0,1.0,4.0,4.0,5.0,0.0,97.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Strongly agree,Not at all,Not applicable,Yes,Somewhat better,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Neither Agree nor disagree,Disagree,Neither Agree nor disagree,The government of country,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,No,No,Yes,Not applicable,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0818,267.0,1.0,4.0,4.0,5.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Strongly agree,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,No,No,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0836,267.0,1.0,4.0,4.0,5.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Strongly agree,A lot,North America (i.e. USA or Canada),Yes,Somewhat better,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Agree,Strongly agree,Ordinary Citizens,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,No,No,Yes,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0839,267.0,2.0,4.0,2.0,4.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Disagree,Agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Disagree,No,No,No,Not applicable,No,No,Man,English,Another adult/a few others,No,No,No,No,No
GHA0841,267.0,1.0,4.0,4.0,5.0,1.0,5.0,1.0,3.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,1.0,0.0,7.0,8.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Strongly agree,A little bit,North America (i.e. USA or Canada),Yes,Neither/ no change / about the same,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Disagree,Agree,Ordinary Citizens,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,No,Yes,No,Not applicable,Refused to answer,No,Man,English,No one,No,No,No,No,No
GHA0844,267.0,2.0,9.0,9.0,9.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,7.0,2.0,260.0,,4.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Agree,Agree,Strongly agree,Agree,Agree,No,No,No,Not applicable,No,Not applicable [Respondent does not have a mobile phone number],Woman,Akan,Another adult/a few others,No,No,No,No,No
GHA0845,267.0,2.0,3.0,3.0,3.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,9.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Neither Agree nor disagree,Neither Agree nor disagree,Neither Agree nor disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly agree,Neither agree nor disagree,Strongly agree,Don’t know,Disagree,Neither agree nor disagree,No,No,No,No,No,No,Man,English,No one,No,No,No,No,No
GHA0848,267.0,2.0,2.0,4.0,4.0,3.0,6.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Agree,Agree,A lot,Central or South America,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0851,267.0,1.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Agree,Agree,Agree,Disagree,Disagree,No,No,No,No,No,Yes,Woman,Akan,Children only,No,No,No,No,No
GHA0859,267.0,1.0,9.0,9.0,9.0,3.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,7.0,1.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,North America (i.e. USA or Canada),Yes,Somewhat better,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Agree,Agree,Business and industry,Disagree,Agree,Strongly agree,Agree,Agree,Strongly agree,Yes,No,No,Not applicable,Yes,No,Man,Akan,No one,No,No,No,No,No
GHA0879,267.0,2.0,2.0,4.0,1.0,3.0,3.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,5.0,1.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Agree,Strongly disagree,A lot,Elsewhere in Africa,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Neither agree nor disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,No,No,No,Not applicable,No,Yes,Man,English,No one,No,No,No,No,No
GHA0885,267.0,2.0,4.0,4.0,2.0,3.0,6.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Disagree,A lot,Central or South America,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,No,No,No,No,No,No,Man,English,No one,No,No,No,No,No
GHA0887,267.0,2.0,4.0,5.0,2.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Strongly agree,Disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,No,No,No,Not applicable,No,No,Woman,English,No one,No,No,No,No,No
GHA0890,267.0,2.0,4.0,4.0,4.0,1.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,5.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Agree,A little bit,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Neither agree nor disagree,Strongly agree,Don’t know,Neither agree nor disagree,Neither agree nor disagree,No,No,No,No,No,No,Woman,English,No one,No,No,No,No,No
GHA0911,267.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Strongly agree,Strongly agree,Strongly agree,A lot,North America (i.e. USA or Canada),Yes,Neither/ no change / about the same,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Strongly agree,Agree,Agree,Ordinary Citizens,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,No,No,No,Not applicable,Refused to answer,No,Woman,English,No one,No,No,No,No,No
GHA0912,267.0,1.0,5.0,4.0,5.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,5.0,5.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Strongly agree,Agree,Strongly agree,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,No,No,Yes,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0913,267.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,A lot,Elsewhere in Africa,Yes,Somewhat worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Disagree,Agree,Agree,The government of country,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,No,No,No,No,Yes,Man,English,No one,No,No,No,No,No
GHA0921,267.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,3.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Disagree,Disagree,Disagree,A lot,North America (i.e. USA or Canada),Yes,Neither/ no change / about the same,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Agree,Agree,Agree,Ordinary Citizens,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,No,No,No,Not applicable,No,Yes,Woman,Akan,No one,No,No,No,No,No
GHA0936,267.0,1.0,5.0,5.0,5.0,3.0,5.0,1.0,4.0,1.0,2.0,5.0,4.0,4.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,7.0,8.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Strongly agree,Strongly agree,Strongly agree,A lot,North America (i.e. USA or Canada),Yes,Somewhat worse,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","People, businesses and governments in other parts of the world",Strongly agree,Agree,Agree,Ordinary Citizens,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,No,No,No,Not applicable,Refused to answer,Yes,Man,English,No one,No,No,No,No,No
GHA0942,267.0,1.0,4.0,4.0,4.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Agree,Agree,Agree,Strongly agree,Strongly agree,No,No,No,No,No,No,Woman,Akan,No one,No,No,No,No,No
GHA0943,267.0,2.0,1.0,3.0,2.0,1.0,8.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Strongly disagree,Neither Agree nor disagree,Disagree,A little bit,"Asia i.e., China, Russia",No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,No,No,No,Not applicable,No,Yes,Man,English,No one,No,No,No,No,No
GHA0944,267.0,2.0,4.0,4.0,5.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Strongly agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Agree,No,No,No,No,No,No,Man,Akan,No one,No,No,No,No,No
GHA0947,267.0,2.0,9.0,9.0,9.0,3.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,9.0,4.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,A lot,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don’t know,Don’t know,Don’t know,Agree,Disagree,Disagree,No,No,No,Not applicable,No,No,Woman,Akan,Children only,No,No,No,No,No
GHA0948,267.0,2.0,9.0,9.0,9.0,8.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don’t know,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,No,No,No,No,No,No,Woman,Akan,Children only,No,No,No,No,No
GHA0949,267.0,1.0,4.0,3.0,5.0,2.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,1.0,260.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Neither Agree nor disagree,Strongly agree,Somewhat,Europe,Yes,Neither/ no change / about the same,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Agree,Agree,Agree,The government of country,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,No,No,No,Not applicable,No,Yes,Man,Akan,No one,No,No,No,No,No
GHA0951,267.0,1.0,4.0,4.0,4.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Urban,Agree,Agree,Agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Strongly disagree,Disagree,Agree,Agree,Agree,No,No,No,No,No,Yes,Woman,Akan,Children only,No,No,No,No,No
GHA0971,267.0,2.0,3.0,3.0,3.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Neither Agree nor disagree,Neither Agree nor disagree,Neither Agree nor disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,No,No,No,No,No,No,Woman,English,No one,No,No,No,No,No
GHA0973,267.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Strongly disagree,Disagree,Disagree,A little bit,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,No,No,No,Not applicable,No,No,Woman,English,Children only,No,No,No,No,No
GHA0974,267.0,2.0,4.0,4.0,5.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Agree,Strongly agree,A lot,North America (i.e. USA or Canada),Yes,Neither/ no change / about the same,"Human activity, like cutting down forests, or burning fuel and other activities that pollute the atmosphere","The people, businesses and government of country",Strongly agree,Strongly agree,Agree,Ordinary Citizens,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,No,No,No,No,No,No,Man,English,Children only,No,No,No,No,No
GHA0975,267.0,2.0,9.0,9.0,9.0,8.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don't know/Haven't heard enough to say,Don’t know,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,No,No,No,No,No,No,Man,Akan,Children only,No,No,No,No,No
GHA1032,267.0,2.0,4.0,5.0,4.0,3.0,5.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,260.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Strongly agree,Agree,A lot,North America (i.e. USA or Canada),No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,No,No,No,Not applicable,No,No,Woman,Akan,Children only,No,No,No,No,No
GHA1033,267.0,2.0,9.0,3.0,5.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Don't know/Haven't heard enough to say,Neither Agree nor disagree,Strongly agree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,No,No,No,No,No,Yes,Man,English,No one,No,No,No,No,No
GHA1034,267.0,2.0,4.0,1.0,2.0,1.0,4.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,2.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Agree,Strongly disagree,Disagree,A little bit,Europe,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,No,No,No,No,No,No,Woman,English,Spouse only,No,No,No,No,No
GHA1035,267.0,2.0,2.0,2.0,2.0,0.0,97.0,0.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,0.0,0.0,0.0,0.0,0.0,ASHANTI,Rural,Disagree,Disagree,Disagree,Not at all,Not applicable,No,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,No,No,No,No,No,No,Woman,English,Children only,No,No,No,No,No
